word,semantic_dissimilarity
La,
passeggiata,0.6102777123451233
di,0.5480174422264099
un,0.34170031547546387
distratto,0.4194222688674927
Mamma,0.4354022741317749
vado,0.3675757050514221
a,0.3933258056640625
fare,0.3186529278755188
una,0.28679800033569336
passeggiata,0.3303333520889282
Va',0.4191601872444153
pure,0.38803982734680176
Giovanni,0.3270273506641388
ma,0.3394731283187866
sta',0.4526539444923401
attento,0.4240657687187195
quando,0.3778829574584961
attraversi,0.4797481894493103
la,0.35289937257766724
strada,0.361350417137146
Va,0.374713659286499
bene,0.3547748327255249
mamma,0.3328762352466583
Ciao,0.34168389439582825
mamma,0.3064781427383423
Sei,0.38893264532089233
sempre,0.4163532257080078
tanto,0.4199637770652771
distratto,0.3905348777770996
Sì,0.3100481331348419
mamma,0.25853145122528076
Ciao,0.26946938037872314
mamma,0.3025647699832916
Giovannino,0.45995497703552246
esce,0.414345383644104
allegramente,0.3989631235599518
e,0.34720855951309204
per,0.4378613233566284
il,0.43255889415740967
primo,0.4606192111968994
tratto,0.47566527128219604
di,0.4694579243659973
strada,0.3800753951072693
fa,0.3535076975822449
bene,0.46994972229003906
attenzione,0.33358052372932434
Ogni,0.3818572163581848
tanto,0.386730432510376
si,0.26311659812927246
ferma,0.3293231725692749
e,0.2808576822280884
si,0.25649476051330566
tocca,0.3592749536037445
Ci,0.4230770468711853
sono,0.4623759388923645
tutto,0.4602193236351013
Sì,0.44465622305870056
e,0.33973628282546997
ride,0.3572894334793091
da,0.41405051946640015
solo,0.3704516887664795
È,0.31690365076065063
così,0.43711888790130615
contento,0.38029909133911133
di,0.39381611347198486
stare,0.3837735056877136
attento,0.36501848697662354
che,0.36805224418640137
si,0.260742723941803
mette,0.3089417815208435
a,0.36641544103622437
saltellare,0.4252459406852722
come,0.39691054821014404
un,0.36245083808898926
passero,0.43604573607444763
ma,0.3267664313316345
poi,0.3609364628791809
s',0.37859830260276794
incanta,0.4570210576057434
a,0.3051074147224426
guardare,0.3526049256324768
le,0.3372829556465149
vetrine,0.38650277256965637
le,0.2879819869995117
