word,semantic_dissimilarity
Bianco,
e,0.7185202240943909
nero,0.4604331851005554
C',0.4224875271320343
era,0.3295844793319702
una,0.24318623542785645
gallina,0.38110142946243286
bianca,0.33460715413093567
contenta,0.4039519429206848
di,0.4687831401824951
essere,0.37270188331604004
bianca,0.2949717044830322
che,0.25701141357421875
faceva,0.342792809009552
bellissime,0.32403814792633057
uova,0.3490569591522217
bianche,0.30341723561286926
le,0.3386096954345703
covava,0.3773505687713623
contenta,0.35385531187057495
comoda,0.33680593967437744
Immaginate,0.466384619474411
come,0.4586442708969116
rimase,0.39162442088127136
cosa,0.45393216609954834
pensò,0.37938061356544495
cosa,0.3745498061180115
disse,0.3151825964450836
cosa,0.2779242992401123
coccò,0.37117013335227966
quando,0.30935215950012207
una,0.397682785987854
mattina,0.4779978394508362
guardò,0.3473958969116211
l',0.3915686011314392
uovo,0.43724948167800903
appena,0.43676894903182983
fatto,0.4066387414932251
e,0.28723663091659546
vide,0.3200560212135315
che,0.3424089550971985
era,0.3135709762573242
nero,0.37790217995643616
E,0.5138733386993408
questo,0.4109485149383545
coo,0.5377042293548584
cos',0.40406787395477295
è,0.3699299395084381
strillava,0.45550835132598877
Ma,0.3554270267486572
coo,0.45344972610473633
come,0.3677351474761963
può,0.3771399259567261
essermi,0.5040804147720337
venuto,0.4446900486946106
un,0.35063856840133667
uovo,0.4234246611595154
così,0.47550106048583984
buio,0.3816079795360565
Piangeva,0.39258748292922974
si,0.3311237692832947
sconsolava,0.38914966583251953
e,0.3056129217147827
le,0.3179393410682678
altre,0.3848692774772644
galline,0.42961785197257996
le,0.37462538480758667
facevano,0.40570396184921265
coo,0.5278710126876831
coo,0.4897417426109314
di,0.40510374307632446
consolazione,0.38051140308380127
ma,0.34296393394470215
lei,0.3457258343696594
non,0.3430713415145874
si,0.33892369270324707
consolava,0.3417604863643646
Quando,0.4144628047943115
poi,0.41574597358703613
si,0.31104201078414917
mise,0.42267632484436035
a,0.41421425342559814
covare,0.3971076011657715
non,0.40939563512802124
dico,0.5091461539268494
che,0.33463865518569946
quello,0.36077654361724854
non,0.2804180979728699
lo,0.3190574049949646
covasse,0.3866654634475708
ma,0.3780117630958557
lo,0.3187786936759949
teneva,0.3674076199531555
un,0.34504377841949463
po',0.4155441224575043
discosto,0.368815153837204
come,0.36264967918395996
per,0.412639856338501
paura,0.45789867639541626
che,0.36712098121643066
sporcasse,0.37527409195899963
le,0.3369530439376831
altre,0.4038892388343811
uova,0.39236995577812195
Chissà,0.5152468085289001
cosa,0.3631832003593445
uscirà,0.4183503985404968
da,0.37336474657058716
quest',0.39371293783187866
uovo,0.40959158539772034
si,0.44005459547042847
lamentava,0.38940998911857605
Chissà,0.41973528265953064
che,0.4174693822860718
uccellaccio,0.43523865938186646
che,0.33248448371887207
corvaccio,0.41617026925086975
E,0.3612353205680847
se,0.3756197690963745
sarà,0.34064924716949463
un,0.32227081060409546
pulcino,0.3888879716396332
come,0.43837130069732666
gli,0.42472219467163086
altri,0.34973064064979553
sarà,0.28733086585998535
tutto,0.3412337303161621
nero,0.379349946975708
come,0.4010217785835266
la,0.34469205141067505
pece,0.41447916626930237
Però,0.41230759024620056
seppur,0.45158588886260986
