token_id;sentence_ids;tokens_no_punct;lemma_no_punct;PoS;depparse;head;constituency;AoA(m+sd);Zipf_freq;type_of_words
1;0;il;il;DET;det;muratore;(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .))))));;7,039560886;function
2;0;muratore;muratore;NOUN;root;ROOT;(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .))))));;3,023432143;content
3;0;della;di;ADP;case;Valtellina;(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .))))));;6,267030034;function
4;0;valtellina;Valtellina;PROPN;nmod;muratore;(ROOT (f3 (sn (DET Il) (NOUN muratore) (spd (ADP di) (sn (DET la) (PROPN Valtellina) (PUNCT .))))));;;content
5;1;un;uno;DET;det;giovane;(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))));;7,065833912;function
6;1;giovane;giovane;NOUN;nsubj;emigrò;(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))));6.44 ± 2.57;5,000550272;content
7;1;della;di;ADP;case;Valtellina;(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))));;6,267030034;function
8;1;valtellina;Valtellina;PROPN;nmod;giovane;(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))));;;content
9;1;non;non;ADV;advmod;trovando;(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))));;7,259198169;content
10;1;trovando;trovare;VERB;advcl;emigrò;(ROOT (cp (sn (DET Un) (NOUN giovane) (spd (ADP di) (sn (DET la) (PROPN Valtellina)))) (fp (PUNCT ,) (sv5 (ADV non) (VERB trovando) (compt (sn (NOUN lavoro)) (sp (ADP in) (sn (NOUN patria))))) (PUNCT ,)) (fc (f (ibar (VERB emigrò)) (compin (sp (ADP in) (sn (PROPN Germania))))) (PUNCT ,) (CCONJ e) (cp (sp (ADV proprio) (ADP a) (sn (PROPN Berlino))) (f (ibar (VERB trovò)) (compt (sn (DET un) (NOUN posto) (sp (ADP in) (sn (DET un) (NOUN cantiere)))) (sc (ADP come) (sn (NOUN muratore) (PUNCT .)))))))));4.24 ± 1.61;3,279059319;content
