word,semantic_dissimilarity
Il,
bruco,0.5124530792236328
molto,0.4146323800086975
affamato,0.4051481783390045
Alla,0.4500882029533386
luce,0.47858643531799316
della,0.37219691276550293
luna,0.3554072380065918
giaceva,0.3609507977962494
su,0.3642643690109253
una,0.2958700656890869
foglia,0.37412020564079285
un,0.2534356713294983
piccolo,0.3490908145904541
uovo,0.35454821586608887
Una,0.38694703578948975
domenica,0.4551042318344116
mattina,0.35440072417259216
il,0.3091481328010559
sole,0.3648775815963745
caldo,0.39733457565307617
venne,0.38463854789733887
su,0.42771536111831665
e,0.40190356969833374
POP,0.4164053201675415
fuori,0.36274003982543945
dall',0.3919672966003418
uovo,0.38411152362823486
uscì,0.321288526058197
un,0.2727339267730713
piccolo,0.3690856695175171
bruco,0.41236352920532227
molto,0.403550386428833
affamato,0.4460776746273041
Come,0.4422299265861511
fu,0.40195924043655396
fuori,0.36090654134750366
dall',0.35406503081321716
uovo,0.3384474813938141
il,0.2683430314064026
piccolo,0.31908178329467773
bruco,0.3252020478248596
iniziò,0.39446157217025757
subito,0.375842809677124
a,0.35366976261138916
cercare,0.3753840923309326
qualcosa,0.37009984254837036
da,0.4327208399772644
mangiare,0.34131696820259094
Il,0.35252970457077026
lunedì,0.5304417610168457
trovò,0.3636544346809387
una,0.28556764125823975
bella,0.34744876623153687
mela,0.36818498373031616
rossa,0.38840001821517944
e,0.34007972478866577
se,0.4215019941329956
la,0.36057746410369873
mangiò,0.3707403540611267
tutta,0.3603631854057312
ne,0.4362558126449585
fu,0.36483192443847656
felice,0.36785823106765747
ma,0.3626677989959717
non,0.4004175662994385
gli,0.36870020627975464
bastò,0.40167149901390076
Infatti,0.3895646333694458
il,0.3093618154525757
piccolo,0.419482946395874
bruco,0.43714702129364014
era,0.3100922703742981
ancora,0.3480520248413086
affamato,0.37496766448020935
Il,0.3932223916053772
martedì,0.575579047203064
mangiò,0.38119804859161377
attraverso,0.5164785385131836
due,0.4222010374069214
pere,0.41687166690826416
ma,0.3482864499092102
anche,0.39479613304138184
questo,0.3645910620689392
pasto,0.3721345067024231
non,0.3532789945602417
lo,0.37213432788848877
riempì,0.44626855850219727
era,0.36803877353668213
ancora,0.39131301641464233
affamato,0.40313616394996643
Il,0.4234570264816284
mercoledì,0.5003100633621216
invece,0.3558569848537445
