word,semantic_dissimilarity
Il,
piccolo,0.2184290885925293
ragno,0.6541266441345215
tesse,0.4518773555755615
e,0.36394500732421875
tace,0.352527379989624
Splende,0.4529895782470703
il,0.28238141536712646
sole,0.32692599296569824
e,0.2819695472717285
soffia,0.2613685727119446
il,0.23104989528656006
vento,0.30989667773246765
Soffia,0.3329707682132721
già,0.4263836145401001
di,0.3348988890647888
buon,0.4695836901664734
mattino,0.422842800617218
e,0.2980270981788635
porta,0.3450724482536316
con,0.4716174602508545
sé,0.44615018367767334
sopra,0.41806870698928833
i,0.3452302813529968
campi,0.4068717956542969
il,0.2805173397064209
piccolo,0.39082247018814087
ragno,0.38049349188804626
Con,0.3982189893722534
l',0.4080793857574463
argenteo,0.4203082025051117
filo,0.3508594036102295
sottile,0.3631088137626648
il,0.2437639832496643
piccolo,0.3076918125152588
ragno,0.33151981234550476
rimane,0.32316142320632935
impigliato,0.3950977623462677
fra,0.41397368907928467
i,0.30826252698898315
pali,0.3743618130683899
di,0.3553924560546875
un,0.31434834003448486
recinto,0.4112689197063446
E,0.39124739170074463
comincia,0.3975193500518799
subito,0.3950764536857605
a,0.3723735809326172
tessere,0.36673277616500854
la,0.3208104372024536
sua,0.3521583080291748
tela,0.3656332492828369
Arriva,0.4562774896621704
il,0.3104262351989746
cavallo,0.3636511564254761
e,0.3599914312362671
gli,0.4078029990196228
dice,0.39687564969062805
Hiii,0.5022014379501343
Hiii,0.42536425590515137
Vuoi,0.4728936553001404
venire,0.39539408683776855
a,0.4314247965812683
cavalcare,0.4396246373653412
Il,0.3642231822013855
piccolo,0.42741018533706665
ragno,0.4457896649837494
tesse,0.5193328857421875
e,0.3979686498641968
tace,0.39486655592918396
Arriva,0.4190249443054199
la,0.32126742601394653
mucca,0.39968007802963257
e,0.31481075286865234
gli,0.41547006368637085
dice,0.4172550141811371
Mu,0.5443205833435059
Mu,0.44937223196029663
Vuoi,0.5275200605392456
mangiare,0.3940451741218567
un,0.3838457465171814
po',0.4287875294685364
di,0.3204752802848816
fieno,0.4255499839782715
e,0.3151518702507019
di,0.27650660276412964
avena,0.38411131501197815
Il,0.4372015595436096
piccolo,0.4658339023590088
ragno,0.45506906509399414
tesse,0.5469833016395569
e,0.410833477973938
tace,0.42635926604270935
Arriva,0.476263165473938
la,0.30790024995803833
pecora,0.41611945629119873
e,0.328641414642334
gli,0.4380357265472412
dice,0.39882421493530273
Bee,0.539886474609375
Bee,0.4346555173397064
Andiamo,0.4381994605064392
insieme,0.4428026080131531
per,0.5280094742774963
prati,0.47542208433151245
Il,0.3326861262321472
piccolo,0.41117972135543823
ragno,0.4405342638492584
tesse,0.4902576804161072
e,0.36456799507141113
tace,0.39114078879356384
Arriva,0.42292308807373047
la,0.3284831643104553
capra,0.4221388101577759
e,0.2982316017150879
gli,0.426963746547699
dice,0.39384323358535767
Mee,0.5237038731575012
Mee,0.4080805778503418
Facciamo,0.47263044118881226
chi,0.4969714283943176
salta,0.4420952796936035
di,0.4711913466453552
più,0.4433983564376831
Il,0.38249850273132324
piccolo,0.4467257261276245
ragno,0.45686858892440796
tesse,0.49091821908950806
e,0.37636369466781616
tace,0.39588597416877747
Arriva,0.43578970432281494
il,0.3156278133392334
maiale,0.40946006774902344
e,0.32338833808898926
gli,0.4151020646095276
dice,0.3952503800392151
Gronf,0.515421986579895
Gronf,0.4263949394226074
perché,0.4797446131706238
non,0.4436068534851074
andiamo,0.38528525829315186
a,0.3998655080795288
rotolarci,0.41467440128326416
nel,0.38902783393859863
prato,0.431905061006546
Il,0.42627304792404175
piccolo,0.4839578866958618
ragno,0.45247820019721985
tesse,0.5096676349639893
