word,semantic_dissimilarity
Le,
due,0.7266134023666382
befane,0.4930616617202759
La,0.31166350841522217
Befana,0.3411286771297455
volava,0.445648193359375
a,0.3619304895401001
cavallo,0.4669620990753174
della,0.3163451552391052
scopa,0.335336834192276
Vola,0.42292946577072144
e,0.3737649917602539
vola,0.39959877729415894
a,0.44282734394073486
un,0.48101675510406494
certo,0.48893141746520996
punto,0.3841661810874939
vide,0.39119887351989746
una,0.28968292474746704
vecchina,0.39544677734375
proprio,0.420123815536499
uguale,0.45709478855133057
a,0.38933706283569336
lei,0.32767319679260254
a,0.3005722165107727
cavallo,0.44379186630249023
di,0.3459916114807129
una,0.2980591058731079
scopa,0.3722999393939972
Chi,0.5211091041564941
sei,0.4383121430873871
chiese,0.5091708898544312
la,0.2954249382019043
Befana,0.3924332857131958
e,0.31969374418258667
quella,0.34967488050460815
rispose,0.3480125963687897
Sono,0.3633153736591339
la,0.30674320459365845
Befana,0.36464741826057434
Eh,0.3769587576389313
no,0.3639439344406128
La,0.2770981192588806
Befana,0.3076484203338623
sono,0.2992480993270874
io,0.33160191774368286
disse,0.467393159866333
la,0.3403703570365906
Befana,0.35952821373939514
Non,0.3965871334075928
vedi,0.4407411217689514
che,0.3548962473869324
ho,0.36719363927841187
la,0.3531518578529358
scopa,0.4019370675086975
il,0.34018731117248535
naso,0.3794069290161133
lungo,0.3861864507198334
eccetera,0.3813275694847107
Anche,0.44922834634780884
io,0.36892467737197876
ce,0.37287938594818115
li,0.3603328466415405
ho,0.3625766932964325
disse,0.5415576696395874
l',0.44423073530197144
altra,0.4454866945743561
Non,0.43251359462738037
vedi,0.4399292469024658
che,0.37568598985671997
volo,0.3738141655921936
Volo,0.36323311924934387
anche,0.36859840154647827
io,0.32678231596946716
disse,0.40451711416244507
la,0.3513423800468445
seconda,0.43660032749176025
Non,0.35792484879493713
vedi,0.40769219398498535
che,0.33885645866394043
ho,0.35956883430480957
il,0.3960495591163635
sacco,0.45857274532318115
pieno,0.41927051544189453
di,0.39590442180633545
doni,0.40088337659835815
Anche,0.4022282361984253
io,0.30878376960754395
ce,0.3569660186767578
li,0.3358727693557739
ho,0.32963326573371887
La,0.3450995087623596
Befana,0.407195121049881
era,0.4240195155143738
confusa,0.4019578695297241
perché,0.37608665227890015
era,0.30676257610321045
sicura,0.37027430534362793
di,0.3665260076522827
essere,0.3417963981628418
lei,0.33734673261642456
la,0.3651255965232849
Befana,0.36928173899650574
ma,0.31492048501968384
anche,0.3667696714401245
l',0.327229380607605
altra,0.36470144987106323
sembrava,0.34782713651657104
che,0.35900866985321045
lo,0.39937543869018555
fosse,0.29384055733680725
Forse,0.41464751958847046
c',0.34822118282318115
erano,0.3083800673484802
due,0.3589509129524231
Befane,0.4179522693157196
nel,0.36845171451568604
mondo,0.35902830958366394
e,0.3113982081413269
lei,0.32985931634902954
non,0.29654645919799805
lo,0.35844165086746216
aveva,0.317210853099823
mai,0.3850324749946594
saputo,0.3550046682357788
Ma,0.3514767289161682
se,0.3690173625946045
era,0.34500300884246826
così,0.34444984793663025
non,0.31352120637893677
ci,0.3335990309715271
sarebbe,0.34575074911117554
stata,0.3672921061515808
troppa,0.3942369818687439
confusione,0.3763749301433563
per,0.3686261773109436
i,0.3586552143096924
doni,0.4569881558418274
ai,0.3717409372329712
bambini,0.38268330693244934
Senti,0.44897735118865967
disse,0.5239707231521606
allora,0.3772798180580139
Facciamo,0.44546425342559814
una,0.3537324070930481
gara,0.3911738991737366
chi,0.41219472885131836
vince,0.44005322456359863
sarà,0.4088890552520752
la,0.3693864345550537
Befana,0.40673908591270447
l',0.3680470585823059
altra,0.40161192417144775
andrà,0.33256828784942627
sulla,0.3888416886329651
terra,0.42319047451019287
a,0.3760603666305542
fare,0.3334270119667053
la,0.3727664351463318
vecchina,0.42308273911476135
D',0.484952449798584
accordo,0.4504241347312927
rispose,0.4771922826766968
quella,0.39071571826934814
Che,0.400470495223999
gara,0.41002607345581055
facciamo,0.38093799352645874
Un,0.3722701966762543
volo,0.4885576367378235
da,0.43304431438446045
qui,0.5197665691375732
alla,0.4352015256881714
Luna,0.43368038535118103
e,0.40015679597854614
ritorno,0.35224565863609314
Pronta,0.4099981188774109
Vai,0.3690664768218994
Le,0.42417067289352417
due,0.496176540851593
vecchine,0.5092324018478394
partirono,0.37417587637901306
attaccate,0.39243122935295105
alle,0.35580921173095703
loro,0.38241255283355713
scope,0.39275869727134705
con,0.3251480460166931
i,0.306337833404541
bianchi,0.39763379096984863
capelli,0.36836326122283936
agitati,0.3751939535140991
dal,0.37477582693099976
vento,0.39100536704063416
vola,0.4763205051422119
e,0.3990277647972107
vola,0.40180549025535583
erano,0.35242992639541626
velocissime,0.37106993794441223
Arrivarono,0.43940114974975586
insieme,0.4354133605957031
alla,0.38153165578842163
Luna,0.37759485840797424
le,0.3891680836677551
girarono,0.34681034088134766
attorno,0.3275183439254761
cominciarono,0.32264313101768494
a,0.32147812843322754
tornare,0.3222506046295166
giù,0.32984328269958496
sempre,0.35509997606277466
vicinissime,0.36592674255371094
l',0.4834543764591217
una,0.48526322841644287
all',0.4065796434879303
altra,0.37140390276908875
punta,0.3796791434288025
di,0.40171682834625244
naso,0.41438716650009155
con,0.44427043199539185
punta,0.35096073150634766
di,0.32142794132232666
naso,0.3228570818901062
punta,0.2630797028541565
di,0.2686871886253357
manico,0.3337830901145935
con,0.35678666830062866
punta,0.22135496139526367
di,0.21043890714645386
manico,0.38034138083457947
A,0.5145192742347717
un,0.5272551774978638
certo,0.5460532903671265
punto,0.4303024411201477
la,0.3554079532623291
Befana,0.43732085824012756
guardando,0.4088779091835022
la,0.35035276412963867
rivale,0.33820873498916626
vide,0.36247527599334717
una,0.2764120101928711
cosa,0.30186283588409424
strana,0.31162744760513306
sotto,0.46234798431396484
i,0.3948463797569275
capelli,0.42276936769485474
aveva,0.3261740207672119
dei,0.3348870873451233
bulloni,0.36804595589637756
delle,0.282620370388031
giunture,0.3181471526622772
delle,0.19307124614715576
cerniere,0.3294306695461273
di,0.3009294867515564
metallo,0.36835670471191406
Allora,0.5102121829986572
capì,0.4470803439617157
quella,0.3903277516365051
era,0.33428955078125
una,0.34015345573425293
Befana-robot,0.4139547348022461
inventata,0.31636181473731995
da,0.33484339714050293
qualche,0.34632790088653564
malandrino,0.4804466962814331
per,0.37641382217407227
qualche,0.39705175161361694
scopo,0.3438756465911865
dannoso,0.3970901668071747
Allora,0.5287275910377502
gridò,0.45203837752342224
Il,0.47242316603660583
traguardo,0.44255274534225464
è,0.40278130769729614
laggiù,0.430491179227829
la,0.3130210041999817
punta,0.36970096826553345
di,0.31615447998046875
quella,0.34715038537979126
montagna,0.3677254915237427
rossastra,0.3994896113872528
la,0.36489278078079224
vedi,0.4579241871833801
E,0.5070075988769531
puntò,0.4685398042201996
verso,0.37239134311676025
il,0.2960425019264221
Monte,0.35959064960479736
Calamita,0.406168133020401
tutto,0.4022175073623657
magnetico,0.40858137607574463
e,0.3211175799369812
quando,0.4118795394897461
fu,0.37611669301986694
a,0.3856523633003235
mezzo,0.46660882234573364
chilometro,0.3344093859195709
rallentò,0.3599897623062134
mentre,0.41839325428009033
l',0.38268938660621643
altra,0.48534923791885376
Befana,0.5163240432739258
strillava,0.3963540196418762
Arrivo,0.4465494155883789
prima,0.4168195426464081
Arrivo,0.3827609419822693
prima,0.3793308138847351
E,0.40323781967163086
infatti,0.41008293628692627
arrivò,0.3319240212440491
prima,0.36347371339797974
prima,0.37944167852401733
ancora,0.40586429834365845
di,0.41973406076431274
quando,0.3662898540496826
pensava,0.41529011726379395
perché,0.3561748266220093
il,0.3852619528770447
Monte,0.46367019414901733
Calamita,0.5145485401153564
la,0.401591956615448
tirò,0.43117085099220276
verso,0.42610615491867065
di,0.4109385013580322
sé,0.38435250520706177
a,0.4066116213798523
una,0.4150382876396179
tale,0.45163094997406006
velocità,0.3592323660850525
che,0.41367387771606445
quando,0.3424529433250427
ci,0.421913743019104
cadde,0.411907821893692
sopra,0.410857617855072
si,0.30753016471862793
sparpagliò,0.3891593813896179
in,0.35824960470199585
mille,0.37220555543899536
pezzi,0.3579908609390259
di,0.37349122762680054
metallo,0.7400231957435608
che,0.2790827751159668
rimasero,0.3113001883029938
appiccicati,0.28400251269340515
per,0.3486176133155823
sempre,0.32911521196365356
lassù,0.37651729583740234
E,0.42014050483703613
la,0.35888463258743286
Befana,0.5199639797210693
in,0.42015540599823
carne,0.45145541429519653
ed,0.4321499466896057
ossa,0.34052276611328125
se,0.33475369215011597
ne,0.4137301445007324
tornò,0.2958768606185913
a,0.36574387550354004
volare,0.358481764793396
per,0.4078940153121948
il,0.37004369497299194
mondo,0.3778596520423889
con,0.34511613845825195
il,0.32694053649902344
suo,0.3523775339126587
sacco,0.3742292523384094
di,0.3438798785209656
doni,0.3783162832260132
