BEGIN,entropy,type_of_words,word
89964.0,,function,Le
98343.0,6.3793158531188965,content,precauzioni
133861.0,7.810065746307373,content,inutili
157878.0,6.772712230682373,function,contro
179928.0,5.0228776931762695,function,le
187866.0,5.688333511352539,content,frodi
255339.0,1.9102762937545776,content,Leo
267687.0,8.83557415008545,content,Bussi
299880.0,7.520620822906494,content,piazzista
328104.0,4.110665321350098,function,d'
329868.0,7.415781497955322,content,anni
341334.0,5.439788341522217,,30
372204.0,9.608562469482422,content,entrò
387639.0,3.6842432022094727,function,nella
396459.0,3.284751892089844,content,succursale
424242.0,3.561699151992798,content,n
438795.0,7.471293449401855,,7
455112.0,4.711566925048828,function,del
462609.0,9.44522762298584,content,Credito
481131.0,6.229093551635742,content,Nazionale
518175.0,5.370500564575195,function,per
524790.0,4.031235694885254,content,riscuotere
551250.0,5.951910495758057,function,un
554778.0,7.970537185668945,content,assegno
573741.0,5.164865970611572,content,circolare
608139.0,6.326259613037109,function,di
611667.0,8.402220726013184,,4000
637245.0,4.279265403747559,content,lire
693252.0,6.991640090942383,function,Non
701190.0,4.0545430183410645,function,c'
705600.0,1.8368606567382808,content,erano
717066.0,8.531427383422852,content,sportelli
755874.0,5.665265083312988,function,ma
762048.0,7.342521667480469,function,un
766458.0,8.520879745483398,content,lungo
781893.0,6.66008996963501,content,banco
802620.0,3.903144836425781,function,dietro
814086.0,4.68222188949585,function,al
818496.0,5.870777606964111,function,quale
831285.0,6.741281986236572,function,gli
840105.0,7.795187950134277,content,impiegati
862596.0,4.250791072845459,content,lavoravano
921249.0,5.921041965484619,content,Desidera
962262.0,3.760194540023804,content,domandò
977697.0,6.652889728546143,function,uno
988281.0,5.317273616790772,function,di
992250.0,3.953639030456543,function,questi
1009008.0,3.5704281330108643,function,gentilmente
1072512.0,5.416491508483887,content,Ho
1079515.0,7.818815231323242,function,un
1082655.0,8.078469276428223,content,assegno
1098090.0,5.495351314544678,function,da
1103823.0,4.58744478225708,content,riscuotere
1167327.0,5.926924228668213,content,Prego
1194228.0,3.554410934448242,content,disse
1207017.0,3.4303133487701416,function,l'
1208340.0,1.216758131980896,content,impiegato
1252440.0,5.898358345031738,function,e
1255968.0,8.515759468078613,content,preso
1265670.0,5.125401496887207,function,il
1272285.0,4.1035590171813965,content,foglietto
1289642.0,4.421442985534668,function,in
1294335.0,1.465608835220337,content,mano
1303596.0,1.565521240234375,function,lo
1307565.0,4.659480094909668,content,esaminò
1328733.0,4.8550124168396,function,per
1337553.0,7.92291784286499,content,diritto
1358280.0,2.9517810344696045,function,e
1360485.0,8.174161911010742,function,per
1369305.0,3.857700347900391,content,rovescio
1407231.0,6.104058265686035,function,Poi
1450052.0,7.617504119873047,function,Si
1454859.0,5.954017162322998,content,accomodi
1473381.0,7.290668964385986,function,più
1480437.0,7.729141712188721,function,in
1481760.0,4.353219509124756,function,là
1489257.0,8.370288848876953,function,dal
1496313.0,8.944424629211426,function,mio
1502487.0,7.444145202636719,content,collega
1567314.0,5.010188102722168,function,Il
1573929.0,9.0432767868042,content,collega
1607886.0,7.671755313873291,function,era
1616176.0,8.349447250366211,function,un
1620675.0,8.751532554626465,content,uomo
1631700.0,6.427028656005859,function,sui
1642284.0,6.198107719421387,,cinquanta
1703583.0,6.473008155822754,content,Contemplò
1728279.0,3.334691286087036,function,l'
1730925.0,7.129496097564697,content,assegno
1748124.0,6.024250984191895,function,a
1750770.0,9.140499114990234,content,lungo
1784727.0,6.927831649780273,content,rigirandolo
1811411.0,6.918615818023682,function,da
1815949.0,8.01959228515625,function,una
1820448.0,8.338479042053223,content,parte
1837206.0,4.905783653259277,function,e
1838529.0,3.953166246414185,function,dall'
1850436.0,2.375234365463257,function,altra
1893036.0,5.235016345977783,content,tossicchiò
1935549.0,5.574690341949463,content,alzò
1949661.0,4.171878337860107,function,gli
1956717.0,2.6358189582824707,content,sguardi
1978767.0,4.302352428436279,function,al
1984500.0,8.461263656616211,function,di
1991115.0,2.185889720916748,function,sopra
2002435.0,3.6518611907958975,function,degli
2013165.0,5.593985080718994,content,occhiali
2036979.0,3.779930591583252,content,esaminando
2061234.0,5.667734146118164,function,la
2066746.0,7.564610481262207,content,faccia
2080197.0,5.616563320159912,function,del
2087694.0,5.820462703704834,content,cliente
2131353.0,4.872543811798096,content,guardò
2149875.0,5.988658905029297,function,ancora
2166192.0,3.2214417457580566,function,l'
2167956.0,5.893749713897705,content,assegno
2200590.0,4.704037189483643,content,guardò
2214702.0,6.754739284515381,function,di
2219994.0,5.489220142364502,content,nuovo
2233224.0,5.34068489074707,function,il
2240280.0,3.9200942516326895,content,Bussi
2282175.0,8.482065200805664,function,quasi
2298933.0,9.105002403259276,content,cercando
2321485.0,3.977431058883667,function,una
2329362.0,7.118209838867188,content,corrispondenza
2380959.0,7.690655708312988,function,infine
2415798.0,6.2240891456604,content,chiese
2451519.0,8.122139930725098,function,Lei
2460705.0,7.3331475257873535,content,ha
2463867.0,7.536439895629883,function,qui
2473128.0,5.849435329437256,function,un
2477538.0,6.718931198120117,content,conto
2491209.0,6.191242694854736,content,corrente
2542365.0,4.831470012664795,function,No
2591316.0,2.8795857429504395,function,lui
2599695.0,3.900680065155029,content,rispose
2656584.0,5.320919513702393,content,Documenti
2681280.0,7.415855884552002,function,di
2684808.0,7.748677253723144,content,riconoscimento
2754486.0,8.462312698364258,function,Il
2760660.0,3.645766019821167,content,Bussi
2774772.0,6.637592315673828,content,diede
2783592.0,6.710739612579346,function,il
2790207.0,6.616385459899902,content,passaporto
2856798.0,3.905066967010498,function,L'
2857944.0,3.4813790321350098,content,impiegato
2879289.0,6.842175006866455,function,lo
2883699.0,6.775318145751953,content,prese
2901339.0,7.847814083099365,function,lo
2906631.0,8.52189826965332,content,portò
2921625.0,4.727574825286865,function,al
2926476.0,8.391765594482422,function,suo
2934855.0,5.250541687011719,content,tavolo
2956464.0,6.505815982818604,content,sedette
2982924.0,5.689356327056885,content,sfogliò
3005415.0,5.523549556732178,function,il
3009825.0,7.016438961029053,content,libretto
