BEGIN,semantic_dissimilarity,type_of_words,word
88641.0,0.6501318216323853,content,Promosso
119511.0,0.6250705718994141,content,più
132300.0,0.4193386733531952,function,due
198891.0,0.4282192587852478,content,Aiuto
216972.0,0.3013652265071869,content,aiuto
254457.0,0.427038311958313,content,grida
269010.0,0.4619340598583221,content,fuggendo
294954.0,0.369036316871643,function,un
301644.0,0.4391301870346069,content,povero
317961.0,0.4129526913166046,function,Dieci
374409.0,0.455875813961029,function,Che
381465.0,0.4604375958442688,function,c'
386316.0,0.3835920095443725,content,è
390726.0,0.3683432936668396,function,Che
398223.0,0.3435523509979248,function,ti
403074.0,0.340808242559433,content,succede
476280.0,0.3557949662208557,function,Ma
481131.0,0.3571797609329223,content,non
487305.0,0.3556874394416809,content,vedete
532287.0,0.3564068675041199,function,Sono
547281.0,0.4482133388519287,content,inseguito
579915.0,0.3680632710456848,function,da
585648.0,0.3642101287841797,function,una
591381.0,0.4197770357131958,content,Sottrazione
661089.0,0.3820039629936218,function,Se
666351.0,0.3850047588348388,function,mi
670761.0,0.4067685008049011,content,raggiunge
690165.0,0.4219182729721069,function,sarà
701780.0,0.3786102533340454,function,un
705600.0,0.3733170628547668,content,disastro
770868.0,0.4549146592617035,function,Eh
781377.0,0.4136599898338318,content,via
797769.0,0.4082608222961426,content,addirittura
831726.0,0.2900344729423523,function,un
834813.0,0.3627652525901794,content,disastro
895230.0,0.3994022607803345,function,Ecco
924777.0,0.3549193143844604,function,è
931833.0,0.3786202669143677,content,fatta
973728.0,0.3545243740081787,function,la
978138.0,0.5349259972572327,content,Sottrazione
,0.332813024520874,function,ha
1008567.0,0.4446511268615722,content,acchiappato
1035909.0,0.339712917804718,function,il
1044729.0,0.4049122333526611,content,Dieci
1078245.0,0.423272967338562,function,gli
1086183.0,0.392265647649765,content,balza
1102500.0,0.4510867595672607,content,addosso
1121904.0,0.457498162984848,content,menando
1140426.0,0.3744494915008545,content,fendenti
1164681.0,0.3807601928710937,function,con
1169532.0,0.333160400390625,function,la
1174824.0,0.3375612497329712,function,sua
1181880.0,0.3585011959075928,content,spada
1195992.0,0.4395322799682617,content,affilatissima
1272726.0,0.2872827053070068,function,Il
1278459.0,0.4500602483749389,content,povero
1291248.0,0.4930740594863891,content,Dieci
1306242.0,0.378408670425415,content,perde
1320354.0,0.3791781067848205,function,un
1325205.0,0.3806217014789581,content,dito
1349460.0,0.4570510983467102,function,ne
1355634.0,0.3387421369552612,content,perde
1368423.0,0.3340070247650146,function,un
1373274.0,0.3545107841491699,function,altro
1425312.0,0.4633046984672546,function,Per
1431927.0,0.4722604155540466,function,sua
1439865.0,0.4272644519805908,content,fortuna
1458828.0,0.4266484379768371,content,passa
1474263.0,0.3385154604911804,function,una
1478673.0,0.3941795825958252,content,macchina
1496754.0,0.4700021743774414,content,straniera
1529388.0,0.5060880184173584,content,così
1543050.0,0.3770048320293426,content,lunga
1609650.0,0.3175325393676758,function,la
1611414.0,0.483635276556015,content,Sottrazione
1638756.0,0.2976415157318115,function,si
1647576.0,0.4260948896408081,content,volta
1659042.0,0.3979756832122803,function,un
1664775.0,0.4107421636581421,content,momento
,0.418449342250824,function,a
1689912.0,0.4177559614181518,content,guardare
1708875.0,0.4422366619110107,function,se
1715931.0,0.4137922525405884,function,è
1717254.0,0.4891026020050049,function,il
1722105.0,0.4980309009552002,content,caso
1743273.0,0.2953653335571289,function,di
1748124.0,0.4115406274795532,content,accorciarla
1818243.0,0.3401762843132019,function,e
1819566.0,0.2802914977073669,function,il
1828827.0,0.4692847728729248,content,buon
1838088.0,0.5461571216583252,content,Dieci
1853082.0,0.3449954986572265,function,può
1859256.0,0.4312672615051269,content,svignarsela
1906443.0,0.4280714988708496,content,scomparire
1943438.0,0.4165040254592895,function,in
1950168.0,0.4124040007591247,function,un
1955835.0,0.4054130017757416,content,portone
2009196.0,0.4325733780860901,function,Ma
2014047.0,0.3923001289367676,content,intanto
2036979.0,0.4069317579269409,content,non
2042271.0,0.3497928977012634,function,è
2048004.0,0.4663110971450805,content,più
2062557.0,0.3780753016471863,function,un
2067408.0,0.4284977614879608,function,Dieci
2100042.0,0.2864696979522705,function,è
2101806.0,0.3740174770355224,content,soltanto
2129148.0,0.3013608455657959,function,un
2133999.0,0.4031901955604553,function,Otto
2169279.0,0.3274596929550171,function,e
2173248.0,0.4496620893478393,function,per
2182068.0,0.5054253339767456,content,giunta
2195298.0,0.3350345492362976,content,perde
2208528.0,0.4048082828521728,content,sangue
2223963.0,0.4696545004844665,function,dal
2231901.0,0.4089992940425873,content,naso
2302020.0,0.4745324552059173,content,Poverino
2330244.0,0.4202222228050232,function,che
2335536.0,0.3993340134620666,function,ti
2339505.0,0.4019513130187988,function,hanno
2349648.0,0.3646216988563537,content,fatto
2396596.0,0.297325074672699,function,Ti
2398599.0,0.3216913938522339,function,sei
2407419.0,0.3418255150318146,content,picchiato
2426823.0,0.3578231334686279,function,coi
2432556.0,0.3169224262237549,function,tuoi
2440053.0,0.3941329717636108,content,compagni
2466954.0,0.3692943453788757,content,vero
2511495.0,0.4134449064731598,content,Misericordia
2560446.0,0.4322526454925537,function,si
2567943.0,0.4535267949104309,content,salvi
2586024.0,0.4930526614189148,function,chi
2592198.0,0.4365604221820831,content,può
2634975.0,0.3711651563644409,function,la
2641149.0,0.4900884926319122,content,vocina
2660112.0,0.3201577663421631,function,è
2664081.0,0.3552010655403137,content,dolce
2678634.0,0.349611759185791,function,e
2680398.0,0.3341921269893646,content,compassionevole
2738169.0,0.3172360062599182,function,ma
2742579.0,0.3355419039726257,function,la
2746989.0,0.3508167266845703,function,sua
2758014.0,0.3703740239143371,content,proprietaria
2798145.0,0.3391657471656799,function,è
2801232.0,0.3436756730079651,function,la
2807847.0,0.4068138003349304,content,Divisione
2839599.0,0.460313081741333,function,in
2846655.0,0.3947153687477112,content,persona
2911923.0,0.3523017764091491,function,Lo
2917656.0,0.4887841641902923,content,sventurato
2952936.0,0.4653295278549194,function,Otto
2965284.0,0.4657841622829437,content,bisbiglia
3004092.0,0.481607973575592,content,buonasera
3049956.0,0.3799386024475097,function,con
3057453.0,0.3559358716011047,function,un
3066273.0,0.4363785982131958,content,filo
3078180.0,0.3603101372718811,function,di
3083472.0,0.365662008523941,content,voce
3121398.0,0.3183596730232239,function,e
3128013.0,0.3511556386947632,content,cerca
3144330.0,0.3335057497024536,function,di
3149622.0,0.4333992898464203,content,riguadagnare
3179610.0,0.3082937002182007,function,la
3184902.0,0.3845513761043548,content,strada
3228561.0,0.3505301475524902,function,ma
3233412.0,0.3006510734558105,function,la
3237822.0,0.4043232202529907,content,Divisione
3268692.0,0.3388935923576355,function,è
3265164.0,0.382506787776947,content,più
3271598.0,0.343544602394104,content,svelta
3315879.0,0.2891309857368469,function,e
3319848.0,0.4140289425849914,function,con
3327018.0,0.4134455323219299,function,un
3334401.0,0.410540759563446,content,solo
3351600.0,0.4196875691413879,content,colpo
3367917.0,0.424899160861969,function,di
3374532.0,0.4055177867412567,content,forbici
3411576.0,0.4452055394649505,content,zac
3445533.0,0.4586668610572815,function,ne
3453912.0,0.3462820649147033,content,fa
3461850.0,0.4016261696815491,function,due
3470771.0,0.410228967666626,content,pezzi
3509478.0,0.431020438671112,function,Quattro
3546081.0,0.3693723678588867,function,e
3547404.0,0.3636431396007538,function,Quattro
3634281.0,0.3892940878868103,function,Uno
3645306.0,0.4168261289596557,function,se
3651921.0,0.3602203130722046,function,lo
3656331.0,0.3617802858352661,content,mette
3670002.0,0.4244005680084228,function,in
3678381.0,0.3680364489555359,content,tasca
3719394.0,0.398496150970459,function,l'
3723363.0,0.3928582668304443,function,altro
3737475.0,0.4191360473632812,function,ne
3741885.0,0.4178590178489685,content,approfitta
3768345.0,0.3518810868263244,function,per
3774519.0,0.3275838792324066,content,scappare
3830587.0,0.3127480745315552,content,torna
3841551.0,0.4080633521080017,function,in
3845520.0,0.4169285893440246,content,strada
3863601.0,0.3515452146530151,function,di
3868893.0,0.3387835025787353,content,corsa
3902850.0,0.3127994537353515,content,salta
3927546.0,0.3655182719230652,function,su
3939012.0,0.3225986361503601,function,un
3942981.0,0.3899257481098175,content,tram
4023684.0,0.4911154508590698,function,Un
4028976.0,0.4702664613723755,content,momento
4054113.0,0.4498315453529358,content,fa
4063815.0,0.4132300615310669,function,ero
4080573.0,0.3445452451705932,function,un
4083660.0,0.4422834515571594,function,Dieci
4117176.0,0.4282956719398498,content,piange
4163922.0,0.3265544772148132,function,e
4169655.0,0.3967800736427307,content,adesso
4189500.0,0.3991488814353943,content,guardate
4212873.0,0.4014780819416046,content,qua
4236687.0,0.3552896380424499,function,Un
4249476.0,0.3799086511135101,function,Quattro
4308570.0,0.3814831376075744,function,Gli
4318713.0,0.5014916658401489,content,scolari
4336794.0,0.3243088722229004,function,si
4346496.0,0.4130702614784241,content,scansano
4370310.0,0.3819679319858551,content,frettolosamente
4430727.0,0.3222144246101379,content,non
4439988.0,0.3664692640304565,function,vogliono
4456746.0,0.3570117354393005,content,avere
4468212.0,0.3980932235717773,function,niente
4484970.0,0.4780555963516235,function,a
4489821.0,0.4759851694107055,function,che
4501728.0,0.3940494656562805,content,fare
4514517.0,0.3405374884605407,function,con
4524730.0,0.3405576646327972,function,lui
4578021.0,0.3257808089256286,function,Il
4585077.0,0.5587028861045837,content,tranviere
4606686.0,0.4447153508663177,content,borbotta
4648581.0,0.4522645175457001,function,Certa
4665339.0,0.3438045978546142,content,gente
4680774.0,0.4504114389419555,function,dovrebbe
4696209.0,0.4100273847579956,content,almeno
4707675.0,0.3238826990127563,content,avere
4717818.0,0.3708338141441345,function,il
4724874.0,0.378379225730896,content,buon
4737222.0,0.3820840120315552,content,senso
4753539.0,0.3390650153160095,function,di
4759272.0,0.3251274228096008,content,andare
4772061.0,0.3448917865753174,function,a
4776912.0,0.3931363523006439,content,piedi
4828950.0,0.3664724230766296,function,Ma
4833801.0,0.3537943363189697,content,non
4840416.0,0.3317590951919555,function,è
4847472.0,0.4531948566436767,content,colpa
4864671.0,0.4052736163139343,function,mia
4899510.0,0.4628589749336242,content,grida
4915386.0,0.4618939757347107,function,tra
4922883.0,0.4424326419830322,function,i
4928175.0,0.464838832616806,content,singhiozzi
4957281.0,0.4340217709541321,function,l'
4960368.0,0.5410059690475464,content,ex
4975362.0,0.4561254382133484,content,Dieci
5044162.0,0.3818790316581726,function,Sì
5068413.0,0.303913414478302,function,è
5071500.0,0.3922998905181885,content,colpa
5086053.0,0.3312621712684631,function,del
5093550.0,0.3895929157733917,content,gatto
5127066.0,0.4001962840557098,content,Dicono
5142942.0,0.3529344797134399,function,tutti
5156172.0,0.3388643562793731,content,così
5211297.0,0.2992149591445923,function,Il
5218794.0,0.4459595084190368,function,Quattro
5239080.0,0.3913964033126831,content,scende
5256212.0,0.420201301574707,function,alla
5265099.0,0.4416850805282593,content,prima
5280534.0,0.3797726333141327,content,fermata
5323311.0,0.3907562494277954,content,rosso
5355504.0,0.4619517922401428,function,come
5370498.0,0.3694373369216919,function,una
5380200.0,0.4239042997360229,content,poltrona
5406660.0,0.3023724257946014,content,rossa
5474133.0,0.4468533098697662,function,Ahi
5503239.0,0.5038870573043823,function,ne
5508531.0,0.3493698835372925,function,ha
5512059.0,0.4121966361999511,content,fatta
5529258.0,0.4114432632923126,function,un'
5534550.0,0.3920845985412597,function,altra
5550867.0,0.4319873452186584,function,delle
5561451.0,0.3905812799930572,function,sue
5602023.0,0.2853472232818603,function,ha
5604228.0,0.4166159331798553,content,schiacciato
5637303.0,0.3833968043327331,function,i
5643477.0,0.4218751192092895,content,piedi
5657589.0,0.3647425174713135,function,a
5661999.0,0.3625868856906891,function,qualcuno
5726155.0,0.4476113617420196,content,Scusi
5756814.0,0.4482403993606567,content,scusi
5775777.0,0.4310744106769562,content,tanto
5793417.0,0.3922159075736999,content,signora
5849424.0,0.3883190751075744,function,Ma
5854349.0,0.324203610420227,function,la
5858685.0,0.4490651488304138,content,Signora
5878530.0,0.3893011212348938,content,non
5886468.0,0.3312428593635559,function,si
5894406.0,0.3335728049278259,function,è
5899698.0,0.3316809237003326,content,arrabbiata
5950942.0,0.3530583083629608,content,anzi
5967320.0,0.3024654686450958,content,sorride
6030234.0,0.3395459353923797,content,Guarda
6051843.0,0.3061378598213196,content,guarda
6072129.0,0.2728826105594635,content,guarda
6106086.0,0.3233401179313659,function,è
6108291.0,0.5159392356872559,content,nientemeno
6135633.0,0.4228945970535278,function,che
6139161.0,0.4332682490348816,function,la
6144453.0,0.5092710852622986,content,Moltiplicazione
6229566.0,0.3629024624824524,content,Ha
6234858.0,0.3653055429458618,function,un
6244119.0,0.4214526414871216,content,cuore
6259554.0,0.4379228949546814,content,grosso
6285132.0,0.4245150983333587,content,così
6306741.0,0.3733803331851959,function,lei
6341580.0,0.3136036396026611,function,e
6342903.0,0.3303759098052978,content,non
6351723.0,0.3612306118011474,function,può
6357015.0,0.4104676842689514,content,sopportare
6389649.0,0.3944953083992004,function,la
6394941.0,0.4394722580909729,content,vista
6409053.0,0.3668839931488037,function,delle
6418755.0,0.3781996369361877,content,persone
6435513.0,0.4217091798782348,content,infelici
6498580.0,0.4327187538146972,content,seduta
6516877.0,0.437999963760376,content,stante
6535620.0,0.4156041741371155,content,moltiplica
6560757.0,0.3623969554901123,function,il
6566490.0,0.4965697526931762,function,Quattro
6582807.0,0.4771634936332702,function,per
6590745.0,0.3836282789707184,function,tre
6630435.0,0.4244164228439331,function,ed
6636168.0,0.4381166100502014,content,ecco
6648075.0,0.3162097334861755,function,un
6653367.0,0.4005677103996277,content,magnifico
6686442.0,0.3864644765853882,function,Dodici
6723927.0,0.370840311050415,content,pronto
6740685.0,0.3579102158546448,function,per
6746418.0,0.3416781425476074,content,contare
6770673.0,0.3754554688930511,function,un'
6775524.0,0.4101689457893371,content,intera
6800220.0,0.4494856894016266,content,dozzina
6820947.0,0.4074345827102661,function,d'
6823152.0,0.3750208616256714,content,uova
6872544.0,0.5253526568412781,content,Evviva
6905619.0,0.451120913028717,content,grida
6920070.0,0.3763707280158996,function,il
6929433.0,0.4539231359958648,function,Dodici
6959862.0,0.3946734070777893,function,sono
6973533.0,0.3950005173683166,content,promosso
7019397.0,0.3945988714694977,content,Promosso
7047621.0,0.4145650863647461,content,più
7060410.0,0.3169033527374267,function,due
