BEGIN,entropy,type_of_words,word
87759.0,,function,Il
103282.2,11.897998809814451,content,fatto
129918.6,4.868592739105225,content,è
216310.5,7.852486133575439,function,Il
226894.5,9.344521522521973,content,fatto
271435.5,3.149540662765503,content,è
278094.6,3.3926830291748047,function,che
283033.8,7.0237016677856445,function,la
290354.4,7.594644546508789,content,paperetta
340407.9,7.616116523742676,function,non
352447.2,6.238988399505615,function,si
360958.5,8.078717231750488,function,era
371013.3,7.369088649749756,function,ancora
396635.4,9.445097923278809,content,decisa
431915.4,4.363394737243652,function,a
438265.8,5.658285617828369,content,tuffarsi
468297.9,5.904717445373535,function,nello
480425.4,6.048352718353272,content,stagno
554910.3,7.472704887390137,function,Così
575372.7000000001,3.788485527038574,function,l'
579033.0,7.4270172119140625,content,anatra
620354.7,8.352701187133789,function,sul
636407.1,7.857988834381103,content,bordo
659339.1,3.618659496307373,function,dello
669614.4,4.056109428405762,content,specchio
694442.7,2.2045252323150635,function,d'
695236.5,3.783191204071045,content,acqua
744496.2000000001,7.262438297271728,function,le
750934.7999999999,5.932199954986572,content,spiegò
786523.5,8.045671463012695,function,con
798871.4999999999,4.254249095916748,content,pazienza
856907.1000000001,3.868134260177612,function,i
862640.1,7.420462608337402,content,vantaggi
888703.2000000001,4.68538761138916,function,del
896332.5,7.416969299316406,content,nuoto
979681.5,7.654240608215332,function,Ma
984664.8,7.250240802764893,function,non
991456.2,6.511776924133301,function,le
996660.0,8.144783020019531,content,riuscì
1013991.3,2.827005386352539,function,affatto
1040495.4,2.9052772521972656,function,di
1047683.7,5.586267471313477,content,convincerla
1114362.9,5.625126838684082,function,e
1118684.7,7.624797821044922,content,vedendo
1148319.9,5.22623872756958,function,che
1155331.8,6.422420024871826,function,con
1161946.8,5.713362216949463,function,le
1171913.4,7.875116348266602,content,buone
1199608.2,5.384498119354248,function,non
1209618.9,5.047366142272949,content,otteneva
1231580.7,4.641982078552246,function,nulla
1280355.3,7.768502712249756,content,decise
1310211.0,1.1568171977996826,function,senz'
1366703.1,0.0400688238441944,function,altro
1375346.7,1.2680988311767578,function,di
1409788.8,4.963923454284668,content,spingerla
1416271.5,5.073799133300781,function,in
1468089.0,6.514457702636719,content,acqua
1485993.6,7.309061527252197,function,Senza
1503236.7,8.657257080078125,function,alcun
1605284.1,5.691847801208496,content,successo
1615427.1,0.8446770906448364,function,A
1628172.0,7.825703620910644,function,quel
1682018.1,3.858201026916504,content,punto
1686736.8,4.236875057220459,function,l'
1712535.3,1.265581727027893,content,anatra
1782477.9,4.871318817138672,content,indispettita
1802543.4,5.988891124725342,content,chiamò
1808982.0,6.167823314666748,function,in
1829664.9,5.890394687652588,content,aiuto
1837691.1,6.330387115478516,function,il
1907325.0,6.813497543334961,content,gatto
1913631.3,7.221836090087891,function,Il
1928801.7,3.04296612739563,content,gatto
1952483.4,6.6804280281066895,content,spinse
1954908.9,2.9139647483825684,function,l'
1996583.4,1.7598899602890017,content,anatra
2002360.5,7.661445140838623,function,che
2032348.5,3.884535551071167,content,spingeva
2039316.3,6.36442756652832,function,la
2089105.2,2.92645001411438,content,paperetta
2095543.8,5.930898189544678,function,che
2119710.6,8.308982849121094,function,nemmeno
2127516.3,6.610334396362305,function,si
2209145.4,6.130655765533447,content,mosse
2244028.5,5.377528190612793,content,Chiamarono
2268151.2,6.497974395751953,function,allora
2278691.1,6.021208763122559,function,il
2323276.2,4.494025707244873,content,cane
2333419.2,4.855376243591309,function,che
2358556.2,7.717665672302246,content,spinse
2368081.8,3.976759910583496,function,il
2416018.5,3.621240615844727,content,gatto
2421751.5,2.6467819213867188,function,che
2459633.4,3.800862073898315,content,spingeva
2462235.3,1.4022722244262695,function,l'
2512509.3,0.9310076236724854,content,anatra
2517889.5,1.5067659616470337,function,che
2552993.1,3.7674484252929688,content,spingeva
2560754.7,2.5987753868103027,function,la
2613895.2,0.4076466262340545,content,paperetta
2618613.9,2.3374719619750977,function,che
2642957.1,7.644255638122559,content,sembrava
2668050.0,6.537398338317871,content,incollata
2678634.0,5.086935997009277,function,a
2757308.4,4.5779709815979,content,terra
2808508.5,6.279709815979004,function,Infine
2828177.1,6.465320587158203,content,arrivò
2840877.9,4.51178789138794,function,anche
2849080.5,3.64645266532898,function,il
2907998.1,5.602726459503174,content,tacchino
2912849.1,4.690991401672363,function,che
2936442.6,7.159316539764404,content,spinse
2945174.4,2.917811155319214,function,il
2990641.5,2.1155598163604736,content,cane
2995845.3,1.6892366409301758,function,che
3030066.9,3.912890911102295,content,spingeva
3040298.1,2.564459800720215,function,il
3092556.6,1.9245785474777224,content,gatto
3099700.8,0.7614016532897949,function,che
3134980.8,3.0412094593048096,content,spingeva
3137141.7,1.2503859996795654,function,l'
3192575.4,0.9064979553222656,content,anatra
3197029.5,0.7080449461936951,function,che
3232353.6,3.39163589477539,content,spingeva
3239321.4,2.5707502365112305,function,la
3305780.1,0.783149003982544,content,paperetta
3311645.4,0.6389336585998535,function,che
3323684.7,7.336268424987793,function,non
3331137.6,5.62083101272583,function,si
3362669.1,0.8342469930648804,content,spostava
3365800.2,3.4647891521453857,function,di
3369769.2,5.344862461090088,function,un
3455146.8,2.55226469039917,content,millimetro
3466833.3,5.614081382751465,function,E
3498232.5,6.882798671722412,function,proprio
3515034.6,5.673328399658203,function,quando
3537084.6,3.315417766571045,content,sembrò
3542288.4,5.232729911804199,function,che
3550138.2,5.527060508728027,function,la
3561648.3,4.961495876312256,function,sua
3624138.0,9.244123458862305,content,resistenza
3649627.8,3.7960946559906006,function,potesse
3667841.1,6.789470672607422,content,venir
3712029.3,5.101171970367432,function,meno
3719438.1,6.90118408203125,function,il
3739150.8,1.6479485034942627,content,tacchino
3769182.9,2.913758516311645,content,incominciò
3773592.9,3.0932748317718506,function,ad
3813679.8,4.740464210510254,content,urlare
3820030.2,6.029754161834717,function,al
3851870.4,7.590689659118652,content,lupo
3857206.5,7.959314346313477,function,Al
3903379.2,2.733217000961304,content,lupo
3909553.2,7.869232654571533,function,E
3922342.2,7.132874965667725,function,tutti
3929662.8,5.478044509887695,function,si
3954799.8,4.530012130737305,content,tuffarono
3967677.0,6.4979634284973145,function,nello
4036781.7,2.8749301433563232,content,stagno
4046483.7,5.503647804260254,function,No
4066813.8,7.452585697174072,function,non
4106724.3,6.183803558349609,function,tutti
4136535.9,6.847484588623047,function,Naturalmente
4142401.2,4.895593643188477,function,la
4173227.1,1.957790732383728,content,paperetta
4192807.5,4.617652416229248,content,rimase
4197173.4,7.645289897918701,function,al
4207801.5,6.732889175415039,function,suo
4291679.699999999,3.509641647338867,content,posto
4295913.3,4.039445877075195,function,L'
4334809.5,3.5255048274993896,content,anatra
4345393.5,7.899174690246582,function,il
4384995.300000001,4.942592620849609,content,gatto
4396858.2,5.748641014099121,function,il
4435666.199999999,2.494515895843506,content,cane
4445412.3,2.767774105072021,function,il
4489159.5,1.080915093421936,content,tacchino
4539389.399999999,3.9772756099700928,content,urlarono
4570744.5,5.329510688781738,content,Buttati
4577006.7,4.688069820404053,function,c'
4583357.1,2.6737003326416016,content,è
4630323.6,7.127671241760254,function,il
4634910.0,4.812539577484131,content,lupo
4641216.3,6.314645290374756,function,Ma
4674423.6,6.534561634063721,function,la
4680377.1,1.9503356218338013,content,paperetta
4697973.0,5.048840045928955,function,non
4705381.8,5.967742919921875,content,vedeva
4727696.399999999,6.349216938018799,function,per
4733385.3,6.179627895355225,function,niente
4774442.399999999,4.874956607818604,function,il
4791244.5,5.632074356079102,content,lupo
4796845.2,7.11152982711792,content,vedeva
4819644.9,4.571571350097656,function,un
4861187.1,7.751296043395996,content,animale
4888705.5,5.861120223999023,content,grosso
4898142.9,8.127396583557129,content,brutto
4949563.5,2.5240302085876465,function,e
4958780.4,4.729803085327148,content,peloso
4965615.9,7.337452411651611,function,le
4999661.1,6.853549480438232,function,cui
5010994.8,6.158562660217285,content,intenzioni
5033882.7,8.381948471069336,function,per
5047641.9,5.429690361022949,function,lei
5060254.5,4.513557434082031,function,erano
5075424.9,8.334981918334961,function,fin
5126272.2,2.838671922683716,function,troppo
5159611.8,5.242478370666504,content,evidenti
5163448.5,5.024764537811279,content,spingerla
5246665.2,3.5841050148010254,function,in
5255088.3,1.8716624975204468,content,acqua
5277976.2,7.93395185470581,function,Il
5313741.3,5.933128356933594,content,fatto
5320841.399999999,4.151181221008301,function,è
5385756.600000001,7.104483127593994,function,al
5392989.0,4.714840888977051,content,momento
5402823.3,5.724587917327881,function,non
5426725.5,6.840862274169922,function,si
5438456.1,7.404191493988037,content,trovava
5455522.8,6.87542200088501,function,nello
5456404.8,0.4058056175708771,content,stato
5473206.899999999,3.022965431213379,function,d'
5498299.8,4.685033798217773,content,animo
5506326.0,4.675617694854736,content,ideale
5582530.8,4.061314105987549,function,per
5593070.7,5.329781532287598,content,bagnarsi
5612783.4,5.842952728271484,function,così
5617369.8,5.702699661254883,content,spiccò
5627997.9,6.180583953857422,function,un
5671304.1,8.128767013549805,content,gran
5674567.500000001,6.5865983963012695,content,salto
5687797.5,5.182420253753662,function,e
5694985.8,7.4510016441345215,content,andò
5724444.600000001,5.439274311065674,function,a
5731456.5,5.279087066650391,content,beccare
5749934.399999999,5.0621514320373535,function,il
5757034.499999999,8.14355754852295,content,naso
5827109.399999999,3.982468605041504,function,del
5835885.3,4.737867832183838,content,lupo
5856480.000000001,6.267516613006592,function,Ci
5872311.899999999,5.158429145812988,content,mise
5875354.800000001,5.745126724243164,function,tutto
5902917.300000001,2.601788282394409,function,l'
5952882.6,7.480321407318115,content,impegno
5955660.9,5.653478145599365,content,possibile
