BEGIN,semantic_dissimilarity,type_of_words,word
88465.0,,function,Il
104782.0,0.2184290885925293,content,piccolo
130051.0,0.6541266441345215,content,ragno
174283.0,0.4518773555755615,content,tesse
210092.0,0.3639450073242187,function,e
221779.0,0.352527379989624,content,tace
314257.0,0.4529895782470703,content,Splende
348390.0,0.2823814153671264,function,il
361047.0,0.3269259929656982,content,sole
384199.0,0.2819695472717285,function,e
388080.0,0.2613685727119446,content,soffia
415025.0,0.23104989528656,function,il
422875.0,0.3098966777324676,content,vento
472576.0,0.3329707682132721,content,Soffia
497845.0,0.4263836145401001,function,già
508076.0,0.3348988890647888,function,di
515573.0,0.4695836901664734,content,buon
528803.0,0.422842800617218,content,mattino
578945.0,0.2980270981788635,function,e
584501.0,0.3450724482536316,content,porta
608007.0,0.4716174602508545,function,con
616253.0,0.4461501836776733,function,sé
636804.0,0.4180687069892883,function,sopra
655899.0,0.3452302813529968,function,i
659604.0,0.4068717956542969,content,campi
692061.0,0.2805173397064209,function,il
706614.0,0.3908224701881408,content,piccolo
732810.0,0.3804934918880462,content,ragno
808309.0,0.3982189893722534,function,Con
813733.0,0.4080793857574463,function,l'
819202.0,0.4203082025051117,content,argenteo
855143.0,0.3508594036102295,content,filo
874371.0,0.3631088137626648,content,sottile
924601.0,0.2437639832496643,function,il
937169.0,0.3076918125152588,content,piccolo
956794.0,0.3315198123455047,content,ragno
989780.0,0.3231614232063293,content,rimane
1015976.0,0.3950977623462677,content,impigliato
1111188.0,0.4139736890792846,function,fra
1075423.0,0.3082625269889831,function,i
1082876.0,0.3743618130683899,content,pali
1101574.0,0.3553924560546875,function,di
1104573.0,0.3143483400344848,function,un
1109380.0,0.4112689197063446,content,recinto
1185761.0,0.3912473917007446,function,E
1194845.0,0.3975193500518799,content,comincia
1225980.0,0.3950764536857605,function,subito
1267743.0,0.3723735809326172,function,a
1279076.0,0.3667327761650085,content,tessere
1301700.0,0.3208104372024536,function,la
1307609.0,0.3521583080291748,function,sua
1322030.0,0.3656332492828369,content,tela
1403527.0,0.4562774896621704,content,Arriva
1423989.0,0.3104262351989746,function,il
1432456.0,0.3636511564254761,content,cavallo
1482598.0,0.3599914312362671,function,e
1486214.0,0.4078029990196228,function,gli
1494020.0,0.396875649690628,content,dice
1523831.0,0.5022014379501343,function,Hiii
1561978.0,0.4253642559051513,function,Hiii
1619087.0,0.4728936553001404,function,Vuoi
1627334.0,0.3953940868377685,content,venire
1648370.0,0.4314247965812683,function,a
1654412.0,0.4396246373653412,content,cavalcare
1686031.0,0.3642231822013855,function,Il
1742082.0,0.4274101853370666,content,piccolo
1762589.0,0.4457896649837494,content,ragno
1798751.0,0.5193328857421875,content,tesse
1819919.0,0.3979686498641968,function,e
1828210.0,0.3948665559291839,content,tace
1912176.0,0.4190249443054199,content,Arriva
1937004.0,0.3212674260139465,function,la
1942473.0,0.3996800780296325,content,mucca
1995790.0,0.3148107528686523,function,e
1998524.0,0.4154700636863708,function,gli
2007300.0,0.4172550141811371,content,dice
2044256.0,0.5443205833435059,function,Mu
2104452.0,0.4493722319602966,function,Mu
2160944.0,0.5275200605392456,function,Vuoi
2168706.0,0.3940451741218567,content,mangiare
2194416.0,0.3838457465171814,function,un
2203412.0,0.4287875294685364,function,po'
2209234.0,0.3204752802848816,function,di
2214482.0,0.4255499839782715,content,fieno
2231857.0,0.3151518702507019,function,e
2239839.0,0.2765066027641296,function,di
2243367.0,0.3841113150119781,content,avena
2305063.0,0.4372015595436096,function,Il
